S. No,Order Date,Order Number,Email ID,Payment Status,SKU Code,Product Name,Product Type,Product Category,Qty,List Price,Order Value,Discount Value,Subtotal,Tax Value,Shipping Charge,Grand Total,Currency,SAP ID,Cert ID,Company / Partner Name,Partner Type,Billing Address,Billing City,Billing State Name,Billing State,Billing Country Name,Billing Country,Billing Zip Code,Shipping Address,Shipping City,Shipping State Name,Shipping State,Shipping Country Name,Shipping Country,Shipping Zip Code,Sales Rep Name,Sales Rep Emp Code,Payment Terms,Payment Reference,Payment Method,Next Payment Due At,Entity Name,Sales Org Code,Entity,Division Name,Division Code,Profit Center,Comments,Fulfillment Status,Fulfilled At,Discount Code
107,2026-06-23T06:52:10Z,#1533,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,6,1399.0,8394.0,0,8394.0,671.52,0.0,9065.52,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-30,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,SUCCESS,2026-06-25T07:41:03Z,
108,2026-06-23T06:03:27Z,#1532,Ketan.thakar@eccouncil.org,PENDING,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,1,432.25,432.25,0,432.25,21.61,0.0,497.09,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,123 6 Ave SW,Calgary,Alberta,AB,Canada,CA,T2P 0P6,123 6 Ave SW,Calgary,Alberta,AB,Canada,CA,T2P 0P6,,,Net 15,,,2026-07-08,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,SUCCESS,2026-06-23T06:03:53Z,
109,2026-06-23T05:39:59Z,#1531,Ketan.thakar@eccouncil.org,PAID,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,922.32,922.32,0,922.32,110.68,0.0,1125.24,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,,,,,,,,,,,,,,,,,,Net 15,#1531.1,manual,2026-07-08,EC-Council Canada Inc.,SO15,ECCC,,,,,SUCCESS,2026-06-23T05:54:50Z,
110,2026-06-22T13:44:56Z,#1530,suraj.mistri@eccouncil.org,PARTIALLY_REFUNDED,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,4,376.42,1505.68,0,1505.68,75.28,0.0,1656.25,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,123 6 Ave SW,Calgary,Alberta,AB,Canada,CA,T2P 0P6,123 6 Ave SW,Calgary,Alberta,AB,Canada,CA,T2P 0P6,,,Net 15,zrF9QcCW1HkmR0SJxWKE6wd55,shopify_payments,2026-07-07,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,SUCCESS,2026-06-22T13:46:01Z,
111,2026-06-22T13:41:06Z,#1529,suraj.mistri@eccouncil.org,PAID,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,4,376.42,1505.68,0,1505.68,75.28,0.0,1580.96,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,123 6 Ave SW,Calgary,Alberta,AB,Canada,CA,T2P 0P6,,,,,,,,,,Net 15,rx1FByg4HJXStHtbQc0RAddvA,shopify_payments,2026-07-07,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,,,
112,2026-06-22T13:29:26Z,#1528,Ketan.thakar@eccouncil.org,PARTIALLY_REFUNDED,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,1,376.42,376.42,0,896.59,44.83,0.0,1031.09,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,#1528.2,manual,2026-07-07,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,SUCCESS,2026-06-22T13:30:27Z,
113,2026-06-22T13:29:26Z,#1528,Ketan.thakar@eccouncil.org,PARTIALLY_REFUNDED,CHFI-V11-DRM,Computer Hacking Forensic Investigator (CHFI) V11 e-Courseware,DRM,CHFI,1,520.17,520.17,0,896.59,44.83,0.0,1031.09,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,#1528.2,manual,2026-07-07,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,SUCCESS,2026-06-22T13:30:27Z,
114,2026-06-22T12:55:53Z,#1527,sameer.singh@eccouncil.org,PENDING,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,1,199.0,199.0,0,240.79,1.48,0.0,262.17,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,,,,,,,,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,,,2026-06-29,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-22T12:56:15Z,
115,2026-06-22T12:55:53Z,#1527,sameer.singh@eccouncil.org,PENDING,,Restocking Fee (Tax Applied),,,1,19.9,19.9,0,240.79,1.48,0.0,262.17,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,,,,,,,,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,,,2026-06-29,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-22T12:56:15Z,
116,2026-06-22T12:55:53Z,#1527,sameer.singh@eccouncil.org,PENDING,,Restocking Fee (Tax Applied),,,1,21.89,21.89,0,240.79,1.48,0.0,262.17,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,,,,,,,,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,,,2026-06-29,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-22T12:56:15Z,
117,2026-06-22T12:08:45Z,#1526,Ketan.thakar@eccouncil.org,PARTIALLY_REFUNDED,CTIA-V02-DRM,Certified Threat Intelligence Analyst (CTIA) V2 e-Courseware,DRM,CTIA,3,340.87,1022.61,0,1022.61,51.13,0.0,1176.01,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,#1526.2,manual,2026-07-07,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,SUCCESS,2026-06-22T12:23:25Z,
118,2026-06-22T11:58:06Z,#1525,Ketan.thakar@eccouncil.org,PAID,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,1,922.46,922.46,0,922.46,110.69,0.0,1033.15,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,,,,,,,,,,,,,,,,,,Net 15,#1525.1,manual,2026-07-07,EC-Council Canada Inc.,SO15,ECCC,,,,,SUCCESS,2026-06-22T11:58:28Z,
119,2026-06-22T11:49:48Z,#1524,radicalnaksha@gmail.com,PAID,CHFI-V11-DRM,Computer Hacking Forensic Investigator (CHFI) V11 e-Courseware,DRM,CHFI,1,520.87,520.87,0,520.87,26.04,0.0,546.91,CAD,692385741908,F3SAP8Q2W7KN,KETAN UNIVERSITY,,,,,,,,,,,,,,,,,,Net 7,#1524.1,manual,2026-06-29,EC-Council Canada Inc.,SO15,ECCC,,,,,SUCCESS,2026-06-22T11:51:13Z,
120,2026-06-22T11:33:17Z,#1523,radicalnaksha@gmail.com,PARTIALLY_REFUNDED,,"Certified Ethical Hacker V13 E Courseware ,Exam Voucher,Ethical Hacking Video",,,1,760.0,760.0,0,760.0,50.16,0.0,886.16,USD,692385741908,F3SAP8Q2W7KN,KETAN UNIVERSITY,,,,,,,,,,,,,,,,,,Net 7,#1523.2,manual,2026-06-29,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,SUCCESS,2026-06-22T11:39:59Z,
121,2026-06-21T20:17:08Z,#1522,sameer.singh@eccouncil.org,PAID,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,2,199.0,398.0,0,1102.32,74.42,0.0,1176.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1522.1,US (Manual Bank Transfer),2026-06-28,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-22T07:49:11Z,
122,2026-06-21T20:17:08Z,#1522,sameer.singh@eccouncil.org,PAID,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,2,299.0,598.0,0,1102.32,74.42,0.0,1176.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1522.1,US (Manual Bank Transfer),2026-06-28,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-22T07:49:11Z,
123,2026-06-21T20:17:08Z,#1522,sameer.singh@eccouncil.org,PAID,,Restocking Fee (Tax Applied),,,1,106.32,106.32,0,1102.32,74.42,0.0,1176.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,ATC,Tara Allen,Saint Maries,Idaho,ID,United States,US,83861,Abca Ln,Louisburg,North Carolina,NC,United States,US,27549,,,Net 7,#1522.1,US (Manual Bank Transfer),2026-06-28,International Council of E-Commerce Consultants Inc,SO16,ICEC,Channel US,017,203,,SUCCESS,2026-06-22T07:49:11Z,
124,2026-06-19T12:25:16Z,#1521,gargeepawarecc@gmail.com,PENDING,EHE-V01-iLEARN,Ethical Hacking Essentials (EHE) Version 1 (ECL) - Full Bundle,,,3,299.0,897.0,0,897.0,71.76,0.0,968.76,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,,,,,,,,Time Square Bldg,Rochester,New York,NY,United States,US,14614,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
125,2026-06-19T10:13:51Z,#1520,gargeepawarecc@gmail.com,PENDING,EHE-V01-iLEARN,Ethical Hacking Essentials (EHE) Version 1 (ECL) - Full Bundle,,,12,299.0,3588.0,0,3588.0,287.04,0.0,3875.04,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,,,,,,,,,,,,,,,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
126,2026-06-19T10:02:13Z,#1519,gargeepawarecc@gmail.com,PENDING,EHE-V01-iLEARN,Ethical Hacking Essentials (EHE) Version 1 (ECL) - Full Bundle,,,27,299.0,8073.0,0,8073.0,645.84,0.0,8718.84,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,,,,,,,,,,,,,,,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
127,2026-06-19T09:51:18Z,#1518,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,7,1399.0,9793.0,0,9793.0,783.44,0.0,10576.44,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
128,2026-06-19T09:32:00Z,#1517,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,7,1399.0,9793.0,0,9793.0,783.44,0.0,10576.44,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
129,2026-06-19T09:12:27Z,#1516,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,7,1399.0,9793.0,0,9793.0,783.44,0.0,10576.44,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
130,2026-06-19T09:00:05Z,#1515,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,7,1399.0,9793.0,0,9793.0,783.44,0.0,10576.44,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
131,2026-06-19T08:46:17Z,#1514,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,5,1399.0,6995.0,0,6995.0,559.6,0.0,7554.6,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
132,2026-06-19T07:38:39Z,#1513,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,5,1399.0,6995.0,0,6995.0,559.6,0.0,7554.6,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
133,2026-06-19T07:20:20Z,#1512,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,5,1399.0,6995.0,0,6995.0,559.6,0.0,7554.6,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
134,2026-06-19T06:22:39Z,#1511,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,5,1399.0,6995.0,0,6995.0,559.6,0.0,7554.6,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
135,2026-06-19T06:18:48Z,#1510,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,7,1399.0,9793.0,0,9793.0,783.44,0.0,10576.44,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
136,2026-06-19T06:09:02Z,#1509,gargeepawarecc@gmail.com,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,5,2199.0,10995.0,0,10995.0,879.6,0.0,11874.6,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,,,,,,,,,,,,,,,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
137,2026-06-19T06:04:14Z,#1508,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,40,1399.0,55960.0,0,55960.0,4476.8,0.0,60436.8,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
138,2026-06-19T05:57:54Z,#1507,gargeepawarecc@gmail.com,PENDING,,CASE .Java - Full Bundle,,,40,1399.0,55960.0,0,55960.0,4476.8,0.0,60436.8,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,2026-06-26,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
139,2026-06-18T11:49:15Z,#1506,gargeepawarecc@gmail.com,PENDING,CSCU-V03-iLEARN,CSCUv3 - Full Bundle,,,1,149.0,149.0,0,149.0,11.92,0.0,160.92,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,,,,,,,,,,,,,,,,,Net 7,,,2026-06-25,International Council of E-Commerce Consultants Inc,SO16,ICEC,,,,,,,
140,2026-06-18T11:25:13Z,#1505,sameer.singh.corp@gmail.com,PAID,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,0,64.99,3.25,0.0,74.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,,,,,,,,Time Square Bldg,Rochester,New York,NY,United States,US,14614,,,Net 7,#1505.1,US (Manual Bank Transfer),2026-06-25,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,"
RESTOCKING FEE CALCULATION

Fee: 6.82
Tax: 0.54
Total Deduction: 7.36

Generated via Restocking Fee Engine
Date: 2026-06-21 05:08:10.875775
",SUCCESS,2026-06-18T11:25:48Z,
141,2026-06-18T08:10:50Z,#1504,Ketan.thakar@eccouncil.org,PENDING,CPENT-V02-DRM-Lab-EV-RPS-RANG,"Certified Penetration Testing Professional (CPENT) V2 - e-Courseware Inclusive of Exam Voucher (RPS), CPENT Cyber Range for 90 Days and iLabs for 180 Days",DRM W/PU EV + Lab + Practice range,CPENT,2,1978.75,3957.5,0,3957.5,197.88,0.0,4155.38,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,,,2026-07-03,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,,,
142,2026-06-18T08:08:11Z,#1503,Ketan.thakar@eccouncil.org,PENDING,,"Digital Forensics Essentials (DFE) courseware, video, Exam Voucher (RPS), lab",,,2,375.02,750.04,0,750.04,37.5,0.0,787.54,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,,,2026-07-03,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,SUCCESS,2026-06-18T08:09:01Z,
143,2026-06-18T07:54:34Z,#1502,suraj.mistri@eccouncil.org,PAID,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,2,2199.0,4398.0,439.8,3958.2,316.66,0.0,4274.86,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 90,#1502.1,US (Manual Bank Transfer),2026-09-16,International Council of E-Commerce Consultants Inc,SO16,ICEC,Academia US,016,201,,SUCCESS,2026-06-18T07:58:52Z,10% Discount
144,2026-06-18T06:33:12Z,#1500,suraj.mistri@eccouncil.org,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,2,2199.0,4398.0,439.8,3958.2,316.66,0.0,4274.86,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 90,,,2026-09-16,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,10% Discount
145,2026-06-18T06:31:19Z,#1499,suraj.mistri@eccouncil.org,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,2,2199.0,4398.0,439.8,3958.2,316.66,0.0,4274.86,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 15,,,2026-07-03,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,10% Discount
146,2026-06-18T06:00:13Z,#1495,suraj.mistri@eccouncil.org,PENDING,EHE-V01-iLEARN,Ethical Hacking Essentials (EHE) Version 1 (ECL) - Full Bundle,,,2,299.0,598.0,59.8,538.2,43.06,0.0,581.26,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 15,,,2026-07-03,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,10% Discount
147,2026-06-18T05:56:21Z,#1494,suraj.mistri@eccouncil.org,PENDING,,CASE .Java - Full Bundle,,,2,1399.0,2798.0,279.8,2518.2,201.46,0.0,2719.66,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,"Suraj mistri test
",Sales rep owner code test,Net 15,,,2026-07-03,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,
148,2026-06-17T15:16:59Z,#1493,suraj.mistri@eccouncil.org,PENDING,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,2,2199.0,4398.0,439.8,3958.2,316.66,0.0,4274.86,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 15,,,2026-07-02,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,
149,2026-06-17T14:49:33Z,#1492,Ketan.thakar@eccouncil.org,PENDING,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,4,372.75,1491.0,0,1491.0,74.55,0.0,1565.55,CAD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,,,2026-07-02,EC-Council Canada Inc.,SO15,ECCC,Channel US,017,203,,,,
150,2026-06-17T14:48:43Z,#1491,Ketan.thakar@eccouncil.org,PENDING,,"Ethical Hacking Essentials (EHE) courseware, video, Exam Voucher (RPS), lab",,,2,199.0,398.0,0,398.0,35.82,0.0,433.82,USD,195837462701,Q8L2SAP91XZT,Finance Test1,ATC,,,,,,,,,,,,,,,,,Net 15,,,2026-07-02,International Council of E-Commerce Consultants Inc,,,Channel US,017,203,,,,
151,2026-06-17T13:50:05Z,#1490,suraj.mistri@eccouncil.org,PENDING,,CASE .Java - Full Bundle,,,2,1399.0,2798.0,279.8,2518.2,201.46,0.0,2719.66,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,"Suraj mistri test
",Sales rep owner code test,Net 15,,,2026-07-02,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,
152,2026-06-17T13:47:03Z,#1489,suraj.mistri@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,2,638.0,1276.0,0,1276.0,102.08,0.0,1378.08,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 15,,,2026-07-02,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,
153,2026-06-17T12:10:32Z,#1487,gargeepawarecc@gmail.com,PENDING,DFE-V01-iLEARN,Digital Forensics Essentials (DFE) Version 1 (ECL) - Full Bundle,,,1,299.0,299.0,0,299.0,23.92,0.0,322.92,USD,491726835607,P6Q9M2K7AXTW,Order Cap Test,,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,D F G W Ln,Cheraw,South Carolina,SC,United States,US,29520,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,,,,,,,
154,2026-06-17T10:52:50Z,#1486,suraj.mistri@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,2,638.0,1276.0,0,1276.0,102.08,0.0,1378.08,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,
155,2026-06-17T10:49:11Z,#1485,suraj.mistri@eccouncil.org,PENDING,ECDE-V02-DRM-iLAB-EV-RPS,EC-Council Certified DevSecOps Engineer (ECDE) Version 2 eBook (Volume 1 - 3) w/ Labs + ECC Exam Voucher (w/ Remote Proctoring Service),DRM W/PU EV + iLabs,CDE,2,638.0,1276.0,0,1276.0,102.08,0.0,1378.08,USD,784592316048,SAP7A92KX4M1,Sample Company,Academia,4020 Franklin Pl,Vestal,New York,NY,United States,US,13850,,,,,,,,"Suraj mistri test
",Sales rep owner code test,Net 7,,,,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,,,
156,2026-06-17T07:47:20Z,#1484,,PENDING,ACCISO-EV-ECC,Associate CCISOv3 ECC Exam Voucher (Onsite),ECC EV,ACCISO,1,150.0,150.0,0,150.0,0.0,0.0,150.0,USD,,,,,,,,,,,,,,,,,,,,,Due on receipt,,,,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-17T07:47:43Z,
157,2026-06-12T11:50:03Z,#1482,anandprakash.prasad@eccouncil.org,PAID,CPENT-V02-iLEARN-US,CPENT Training Course - Full Bundle,,,1,2199.0,2199.0,0,2199.0,192.42,0.0,2611.32,USD,753914268180,R8SAP1L4X2QM,Dell,,Brookhaven Ave abc,Bellport,New York,NY,United States,US,11713,,,,,,,,,,Net 7,#1482.1,US (Manual Bank Transfer),,International Council of E-Commerce Consultants Inc,,,,,,,SUCCESS,2026-06-12T11:50:31Z,
158,2026-06-12T08:02:11Z,#1481,sameer.singh.corp@gmail.com,PENDING,EHE-V01-iLAB-EVPREP-EV-RPS-ECL,Ethical Hacking Essentials (EHE) Labs + Exam prep w/ ECC Exam Voucher w/ RPS,iLabs + Prep EV + PU EV,EHE,1,75.99,75.99,0,75.99,3.8,0.0,87.39,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,SUCCESS,2026-06-12T08:03:18Z,
159,2026-06-12T07:40:11Z,#1480,sameer.singh.corp@gmail.com,PENDING,CSCU-V03-DRMVS-iLAB-EV-ECC,Certified Secure Computer User (CSCU) Version 3 eBook + Labs w/ ECC Exam Voucher,DRM W/ECC EV + iLabs,CSCU,1,64.99,64.99,0,64.99,3.25,0.0,74.74,USD,529801467312,SAP2M7L8X4ZW,Tata Sonic,Academia,,,,,,,,,,,,,,,,,Net 7,,,,International Council of E-Commerce Consultants Inc,,,Academia US,016,201,,SUCCESS,2026-06-12T07:40:49Z,
